index,signature,time,phish_type,victims,phishers,token_accounts,loss
3774,4y1MWcLNHxsj3sHZBbeHSriEFGEAH9mRA1qZjpehZ9Hw2zMD7tehK9aw5saDtB32oq9xTWMGpa82fdtiYzHgxaoi,2024/4/25 20:56,STMT,DCLZZbb1VQS3Zsj1p7bB3W8m1FDbwZvR792FUKYex43s,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"8LjWqD6uzoKYKkEDjhVyg12uEavZp7v24FQ2rWat4kcc,8rgvSNXe7rkXDeTh8SzPpbH39XA9ueVpA8gEBidWSfRU,ESggKmgZNatM4gZCZY2iWaduKwVA9UeU9SwiR1M1uSdh,J4eBsG5xrpWy8D1q8zLWqnmTMTdgTtr2pdrnXmcQbaeF","[('5fmm2BF5HczX6ScEhmJewXiFyVeBxhdJVqp2tPeYa2hp', 1.0), ('ADKp5zYZWCPi1FeKfNzu3su6KbRwbBgdQwH34hvZ1tpo', 1.0), ('DvaqeXDWv9kfQYMk7NW4KxT8GYV9imC67kJV6XHVi17T', 1.0), ('7Xy7nztakmcbYjb1LZ6fX89oPy3A3sV8W8cWJ2VZf9i5', 1.0)]"
3775,JeZDYFWG6VTxQQPVgQadbLCf2Zr1hWxA21XYsDzMv2wYgmmu1bw9h4TWiNd6YxpSkQoS9JQwgu7Zhv57FepoZyV,2024/4/25 20:56,STMT,DCLZZbb1VQS3Zsj1p7bB3W8m1FDbwZvR792FUKYex43s,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"3i7dsJMpPrTfHiYHtccG3gThhELaXCBev9ziDhVw4itV,29zofs1S5d67aFAZv4FZ76DbMPuGRrunAnCyKj5cREke,GZTYE7tSAJa1Nemu5Q4wz5yegFVdYzjVfKGQWn7AyHTQ,CYyxVZW5mcZLoPpdJfaSKB1hZsY8uYBKw2tF8DFXdtyu","[('CFcePq1EV5hxEL5jCVs9Reetp8Jn1E4NykWU7KZKLBqs', 1.0), ('HqAaeLKgmyDWozxNLqz1ndtnmFFQYdJHME8wgesbc17V', 1.0), ('GnjxRidfzcmYtN6a24RbcLXsTbNYgeVCdqkjAou6ex83', 3.0), ('2uceMkowoxj3poixeQvvrZfyDPgC2FizYsxnutGDjyJV', 1.0)]"
3776,4TK3vi9rcbmmBJKyHqKYymuhu4cZmxzCQhfgVnBZsbcLVtoT9acDzHhnhvB7cFTbrjvYjZHkKrAZUZ2VvsS8SEAk,2024/4/25 20:56,STMT,DCLZZbb1VQS3Zsj1p7bB3W8m1FDbwZvR792FUKYex43s,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"FAXEArV3XCGRURAcDGy99PTvudAJb6RPNKrKwat1Rk8W,D7vkeWDho1WEmQASVcK6bgEygG6gm8bETTcKmEBUg6kG,3axbzug3AfsCTsG1B13b3LEAFsBFZgJdXGxVzJeL75EF,3aQ4eWrmoV68khrMR5NVPEa1rRYQgeRELLs7BXD1dt9v","[('EWWacuY2wB6t4xf8Z7RwcNbhKmzDb4SSBZfSUpfzWhfe', 1.0), ('EWVaBWnYQYMuo2wxf8fEAxFBaVuQUFuujMkx3f9FVspr', 1.0), ('E2fsafAsSRwBUvLNvUn1vgPnjc78gaGavcTg6PNEzJ3s', 1.0), ('EDB5kg29JEEVGrUU6qoJPZX8fmep3v6hxRXjULkU2jct', 1.0)]"
3777,4HoQTQ5x1Zrt5iTUcfqzQZyVvsbGaXABNz4YEwdS9ZaaR4yT2nHMi25273YJJdaN1yi5621Ua5s3cKn5NTicK2nG,2024/4/25 20:56,STMT,DCLZZbb1VQS3Zsj1p7bB3W8m1FDbwZvR792FUKYex43s,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"JD2op382JjR71g6aRQo19DGY5B7RGGNL2ACipLRksUWT,9YVsk4kg7jNSMnXt3e18VAfcucay2kmCZ6qAgKtdqRiF,5FVe2k5fcHvJKLzx8YZw5mqHHa9Q3Z6tFbe1XVL5zek3,D1W84x8b5BBbBKd9UKveBhU1qYmFjaJK1s986aU8ys9R","[('GMWS4AtPQ5QJoNQc1nedc5ZnwPBpB5fCR8b4xW7uR3qE', 1.0), ('2eHpzCwj7QK3gmCgY9peecYPKkL6kwNTut1jBiyxvr3h', 1.0), ('EUeZ3UtWNbvGGyGmrHZ43Eiy3DkbHzpdNQAXsW1rLL1d', 1.0), ('8mas2dZAw8yRemC3jnZy6dUi3pZv5s4he17vn3QBkkBh', 1.0)]"
3778,3wLzMe9ddQEX3hyNMBnsquCTFRnbsdLa1exRsKVCbYCGcnpK29jMXZ6xJ36xXXfyaG35XK3ECeujcyow4eyUsVQ,2024/4/25 20:56,STMT,DCLZZbb1VQS3Zsj1p7bB3W8m1FDbwZvR792FUKYex43s,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"8yBxitZvt2h9gvABZhnc8ox25qALKbdtbUhsGBHm68FN,FY99tWWdxnr59k1gv82KBSfvRcKGiDhuLr6HNfCRsLTH,6sWq3LePzBWCGW1cAEQECbuAm35vW7KV8fiM5MmiAv84,EYQAbUsp3cCAYW8urNBB8U1HNs1v3yfufZFTFxEbChx9","[('6JwvFyPrRLX6rwtsZfAvczbJXxPJh96F5n5qGibgpPos', 1.0), ('8m4hiebyf9u8eVPiS6T6DLQeBUX4aS1YkQWTyJe52Pu5', 1.0), ('GBpph2i94UcWPUDngmYb5opJSadYX4Z6kgRwFk3Wdsx7', 1.0), ('4b88j3xWqV9Xvqi9mhksLWaSJ5jGQGKcNt4D1QUmWfLA', 1.0)]"
3779,41xickrjySRkrSCk5bcdRL9jTsMKmqhne5VVg85xGqyZHbmAQeeFGc8heUehQpyQMhjtNtExTLk3xJmnMHxbHyPp,2024/4/25 20:56,STMT,DCLZZbb1VQS3Zsj1p7bB3W8m1FDbwZvR792FUKYex43s,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"EP4yLbyBSrK5tp3did6zdqfkuQxQxzmb8LZEoVRKNKxZ,2pQ4mnBqAC7Xsn8fmnGSueC2LXtd1LkJ7UiiQRUeUUpZ,6Zj16yngFNF7snXdYEQREUTRCRo7o3EV4TMG4orArvjp,CEKEBH1CTPSPKYQrqVCiQQyexmETSs5Snc7vyCbzRiGA","[('DwGxj4C528fVFJheFPYYmNaG1BvgBs4GqSPyob8jbUUx', 1.0), ('RVosutPhfEvTwwK66mG3iNtZdncTDNUyAtKwgm33Q6A', 7.0), ('3vJspQRWmrU9PpyDWQwFRhw8kTC7qHzj5amLu2hDJVYh', 1.0), ('Ba17d3oy21jcT2PJDtKVeiUuox2Y6tWdHAeA4kU3Q9aX', 1.0)]"
3780,WNeDFUKTvjgWzAkCHKg7J9WpCCSrkkES8hdA6FNRLB8VxPCupGLEbYrE3qyEkaTQWyypaZRZ1ywNukaqwsLWBYW,2024/4/25 20:56,STMT,DCLZZbb1VQS3Zsj1p7bB3W8m1FDbwZvR792FUKYex43s,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"86CgX5pUBswX8DvsjQQdVoucNwp5w2E6ocYk54SyZPvw,BP2RuQy1YmwcehiD9mAAGSob8a7BxGSNoKDrKzMQA9HW,EAht7X8bugGFKjgT9zJM4VA2qsC1DL8KcSKKHrrraVP7,7W8HPqNkcahEE2xyKznKxZMV78NP8d488FaAQk5d9r2P","[('EUKXgrpdshF1FAjmXgieACHfwgaw4vyDgu2rCfEhC25t', 1.0), ('5A7N3exsUipYLLfAjaCHqHhXi6BnARD27ojqEfgHQu3G', 1.0), ('3ufTuTeu4ygxSyi1Zi9BhmxbvqSRBHnbRNmFYTJCmtC3', 1.0), ('5sJfrA7pjedFxYLxXLHufTLLC9t5RG5BmFz5DVXrqU1S', 1.0)]"
3781,2UQPT1wLxcXbsrs7E5eCvHfwjvc5oFyKtuio7KS5Hm2UG5Pps9nFL8nRQqWFS6uik8VmJdqCM2bRVAYEnKLfeFY2,2024/4/25 20:55,STMT,2W6LkM4z8bHQ2P4os6VnWzCERfJKkw7zaP5A1uXfn6Wx,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"GNT9vRcUjM9xfyW8M61B7moUpKXybuz8LDg4nZj1qRik,8Gs6Hy8eg4dBbMWAZoio4j8uypQ6dF83cLK44j9ugWjP,HRAa7on7wbEJs7qiHhC2UaYxLosCsG7qkwtPaoctsaDq,F9EJnBY3aBSnuMZ1FJn9HS6yVwLwE33TCRH3ypH7HhwV","[('4REkDUT7cvs21XCbVvVNwM3sUYqCtFCgRBxWcLVCnxtV', 1.0), ('5mgRCu3pWQ3vrVKmuu1NpA6EHXbWbEpfYuNNnKuU4FsQ', 1.0), ('ESbx8EFengDgwqREewhPyzYNYJFcyHPW51cE5iRiAFk7', 1.0), ('8fCcW5oSFYasUJyvJzvApTzyAeYagFXenyvDenEYp7H3', 1.0)]"
3782,5P2xmRYuirCsK177ePjtj85cXs1QDZuqXaznWBhDuhJHtmazndadZX61QLWcX84xxkidUfGR74A4aefQL1hTNChB,2024/4/25 20:52,STMT,J6GzKCajruKwiZ2HvTcunLGDw5wJYjjuLkg1MJM4WAKW,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"CKnR8KBhAHhDkYNTdMYmGGdwGdvRhPjNxaDttxMmu1YE,5scvVKHNid43DBp3vx8ZK5cWrQseQ34HybA92W6BfmrU,2grrGPV14gp8fh2SBYUK5hhxWV5dAppEw6tDoenbY32o","[('D1LG1Eo38RvUM2fD1na9qNPgzaCCeLpyS3QWR4cB1Fnr', 16.0), ('XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD', 4.0), ('EQ4UYjQfhRY8XbYrj4B8dJ4wvu2cip6dNg3S8ApMdRok', 1.0)]"
3783,58YWaJVU2fuJhoLzDNfJXb2xzikCrsy68UVHn4exfjrab763iUiab2T2ypsWfmB7mNKnEULQMiFFhKWdFpGKckUh,2024/4/25 20:51,STMT,2joAxzaL7qdBYmVECxU9417xCqNziEaRKuV9fCFZKq6d,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"5tY5zpXF9aYoBeDX3GjVpb2X8uWvaTEG44FgejWrsC5n,DiBmfaje5L4caRw7Y2WvHaDfjczCiKKc9koEy7NvjNRe,Btakv14udhvjqBFBEa4aY9xmBYcao5VwaeZvcL6w2Z38,EXX38rL7oa8gNkcNN6Fi8oPsCB6EVeTDwTvnbow8AUhH","[('Cj7N1fMj5YFr6TjWPK7owC2SweF2AAPpg4wq5izxAUJ2', 1.0), ('598fBxZUcbkzYGTyZYin8g6dEMyiKQiSDdgvprRGwday', 5.0), ('FkQrq1Eu5fQirbVZJstRcnSbX7Ucv5T3SkqPm2VL1sqk', 5.0), ('5pnjJr7v47fLB4Xkw2aaELnzQ4fnZw3utgF54tR4w8wC', 1.0)]"
3784,5uzdDnMFYUMvhRg3UTgLTha1KMFnHcSjHpuu3HxjAFT2oXXS9y417RNiHGcoYfr8Tc47LzDoq8KWfTe1yUXwH7NK,2024/4/25 20:51,STMT,EnvqJtpbWvBe75zN3SPXraFUHcBcvSk89SNDWzEpgumQ,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"3D8JejwKD9f7fGQTYscwP7x2tPEMtYLVSQrLxfFPXqLZ,CuaPchjt8K28R95NWvim7agbNmDW48fAEeFkDBvsxf9w,2c9JdXmRDv35BiyEFoARW6NRR1jo5nurv8rR2nYYtzzi,3p7kA4YcHzzwU31KzqhTMBSnDwi9AeHjyScXQec4CQQd","[('DjLERRWRujnCanm2y4rBwUBSAaQ75kM7VBA3HuBpVfnC', 29.0), ('4jtFXFzLtGaaic68G6F3kKFrEi7QpoZxN4mh9Fb2mqHH', 7.0), ('HrmNmZiZQ3tPabp5Xi8GC7ADMQ9m8PujrxLXAVx6Gj4r', 1.0), ('13agPYVBGDH5pp2QmzYXEThejdwgAbRMZ41jbPCpzQXY', 1.0)]"
3785,4xo5RHxRRddvS6GpEjRswvQutd5raB3y6uVwYqtoZm1kwk7Z57GNe4cEYsQhYdbNj6QiRpbPsYmsuaowWPgntrur,2024/4/25 20:51,STMT,EnvqJtpbWvBe75zN3SPXraFUHcBcvSk89SNDWzEpgumQ,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"9NjResDhNhRpTXBZ3Gs6KHx2YfC49vJEqArGQiYJ5JLi,6FjuUkjJ2NcMYDAnhg2N7LGmMNWDLwWTyCn7G7CjBrJE,4XQeE9jrbNpWD43S7bC7CLFA7AALTTdw4cktY1Ywwdd3,5j4XSaSNMSM5swADYuFvFMVbWeTLc3mq5nAxdBE6hSXd","[('7ScYHk4VDgSRnQngAUtQk4Eyf7fGat8P4wXq6e2dkzLj', 3390.111544423), ('BMUyYisvRrkPBo4wVZ8PnZij8PM8VHjcaXTo6pVD5fdG', 6.0), ('EYwnq7q276WVZYpBwPapHGP5DxHJyRr77nGbTQAhLJSi', 1.0), ('6m9hQFLBw6TSmhUbTCSqcFTq9F3Jh2QD29LY8GyQHJ3r', 2.0)]"
3786,3X4cN7cDRrXEn6y6P33i31yApCY5dc3idp9xKmMfuJif8Q458QyYpeRtqPumRbkSFn22e7diN1FdT9nCUB54Yfcs,2024/4/25 20:51,STMT,EnvqJtpbWvBe75zN3SPXraFUHcBcvSk89SNDWzEpgumQ,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"4rnUAvyy5DNDDiQRLkT6WU3agBuv97gbMBpXeY1mFDeJ,GHA92DXizz4ds5jduzsvpWYEcFGPar3ZGs94Xm1GmJ2J,2sYGfRa3wzEih9rjSdd7QM17dUjwYDRVHUFYxPXrstDs,4nA1Q1gaXg7M5ZZ2mrqkopMdo3NRivLVRRFvdPrvLo8x","[('WENNarnezgrVx8f6QdG4t5e4zmqPrHyYvYcyGCSXeRn', 1.0), ('7HtkST3TuQG9UTnLwBXaJFyECzPFvG49jEbFYzUAxumV', 26.0), ('m1y6hxUN1ed3PTJ2kLXXsBYiEfFDbLWRxpASyRUz9uV', 1.0), ('8egGPFWyu48BJbE8GxQRLCQGsM1PUyHDcftjwDRPm6h5', 1.0)]"
3787,4A3FkN9sbiV57dLrdQiDAMfnDwAbNpzpyM1N5uVZRDtbDgTP7yv9U6SgckLgCkmdYsWXYpHCNQThSMATavwpoD4H,2024/4/25 20:49,STMT,4djRJPUxBV2bPYXWZnKDzvJaJQe89LHPVYXxQ55vULWQ,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"DmEAzVTZbc4oQ5tbyZo9jaeDimKQ3kTHocuY1uhuMov7,4tzQoW9uvCnJQRVPP6EBPdXzaorkri2y9EEnV6ZMJcTb,B6FZ2yBY6e4dMnFvFwsoRfnbsVeXGs2vmkqVHogbQn19","[('9oM4Bg2E8y8LkGbaJhd27tcbto4KpjvXHubG2LEoRbQL', 1.0), ('AsiP4tPh6tWfgKMjTibhA5H6ge3EnHSyh3iPPDEFSqSu', 1.0), ('8vmfpC295wnxH7mnPw3GpfvD9mCCdJBj81mPfe9PL9Wi', 3.999999996)]"
3788,3GuLp6avc51u4txWrKen4UL6euYRufHoTscR7sg5PdSZ1PuzayjiuaqPgeNWDw9JSBVhhH23zaPbLHYKZMqzdUEM,2024/4/25 20:49,STMT,2cdNm1PNHcnSebrsh4hKFLN8A2ZMit4jyw3sRxtLQdnm,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"5euBNJXWCABK2YAywRZAZi4E9gAUsYLpLKsYs9RNbE5x,2XreAxKvR6ubXmDyEHQUDHbuWVnNDQoE9M92G3xn8iSD,onRQ37kdjdPm25nU3M8eVFYX2Gc58LZgrJ1hZPiWrbd,4uxJJoZEN1nTcXpX34HzFSBdbzfc2pu2wHUJ6UzRwJm7","[('XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD', 2.0), ('HXkBxA8u3G5fvfLW2wt8rndnpcpco3HGSRvXekypkjdq', 2.0), ('8vmfpC295wnxH7mnPw3GpfvD9mCCdJBj81mPfe9PL9Wi', 3.0), ('AwrBgYbQiAMvWb4YnTXXTjSWo2mneJLXjK7rz5bqXWhW', 1.0)]"
3789,3pd6Mn2HtY9t9F6JuJXNgnJZJqMgwf4G3aaQqVPUNdPFePi1wiGjNAXeVwZvKPkfiKyigvpeqraAExCjsmRPAHEC,2024/4/25 20:49,STMT,2cdNm1PNHcnSebrsh4hKFLN8A2ZMit4jyw3sRxtLQdnm,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"3H9QpSFrdeqssP53DnZHdzCiBN7wbXsNtPfQzxgSqQ3q,7HGRhLVv3vkFvwMQfrvnDYYuEyBAmZGp2uTT5ZQusybR,6s62qo6BhHE3B2AnTdqoLBvR7XDd9KUtHB6wL3YTSynH","[('HVKsL3NgtyfvmVDTBDPRWTSoEQmeRc2fyok9MWC8UyU2', 1.0), ('GYNAnvwauAwEcYsko4vr8UqF6H63Gw2YMDKEiCSXB4FS', 3.0), ('2w8d128r7J9a4Lc7PimEfjMgebivzfXSD2szmTxudfaD', 39.0)]"
3790,2JSwvpfQtb65TQ4XgNZofJPsaMcKL3zvhJhC8S2vW1qPvM3WkC5tw2qL1f6Gm7C4vUYbm8uWcJQxZXxfwssvFVSj,2024/4/25 20:49,STMT,319zoV4cKfnQVmzgmMSydjiVufhCunbvkTetGYtKXhir,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"3WkWF9joyhy3fwAGEPx4Eai3mYvesUfZxnBHYX2ARnme,89mrrXTFMhAW3Eqt4JeHr76B8qdjon7zvzV6rCPp6yia,DzVAMHzxeN8iv2eFaTPSkSUbgx9dt11PNuopVzMB4CTH,95NgbMSy51BT6hHoahKD8rDSPYytNgP4Hb3AjvSgoZsS","[('7NkQqH3tdziA2r22Xc9CaXv6yuLBSqwKzSdKSmjGWsJU', 1.0), ('2PrGUtAaibq9gnyXFco1soSNcxHv7SsbKc9BchwMoAQa', 1.0), ('BjFceVzhHSADeV9udJnS73sxdGFQ2VcFdi1meXhS1EzF', 2.0), ('2LzWRDtMoVCJWPjBceAhM9akPsDMQptxXBE57dawGs8G', 1.0)]"
3791,21Ld9XKDaPjXC7ta6msUeeTW7jh1Tt7NCH4cvSG7ktbRBjUmXob1KmDNGZ5okHgNiw1G1yY34oF1EYuNYtkUJTT7,2024/4/25 20:49,STMT,319zoV4cKfnQVmzgmMSydjiVufhCunbvkTetGYtKXhir,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"Hu9ELvndompNJPQPr1cp8mFefy6GT4YrjF8yzb48jP4V,6BCdmDb6j8rZx3R9XjmCXmNejhS5Nj1wzdJoWAf9NY5B,4rxCtngdbE2aJ6FzQZHc47jB44GEPaCYrEZazJjax4xq,DGqwChHbArUVDJgDLHd3G7h4CsgJUPEtQvgseotmwVpt","[('Bsf8yytf1Ht2G9233Hja5QTc8e9W6m2MjMJfpHyT1oGz', 1.0), ('6nBxM81qvahGpZ783pqvAW1ZgTQzVZoUNnpnwWkDgkSa', 29077.0), ('XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD', 2.0), ('3ELbNrFmHsGFMPVafQ4naY2fRMr4eejMhY83S9Z2UeWB', 1.0)]"
3792,5293TcH3cQeumNgc3xQ7rrNgHQJiwL1zNURBNA7hE9u42W2vrLnmutkQMPihwDAwiaLeSQu4chqyxxsDm2KVzJF,2024/4/25 20:48,STMT,319zoV4cKfnQVmzgmMSydjiVufhCunbvkTetGYtKXhir,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"hvgjup7jDBsDCgbyju5DLxMDnUGigGotfL3it732DGi,EyBQKgNwe8cAg2RpTepWtxocEaHSZ6iygcDELvPMSWiC,7yUqqu6EEBe8V51B1zN1dZUZwqjn1gF6RA5HkJmv5Q3X,FiSKBA1ssAcGzA8UGC3FoKn1csYDRT55FuvdVdBVWKHK","[('GtMzfTbKd2rKJrhDkbWsQxwpZFL2SNAg2JEYeYF5Eg1z', 1.0), ('AsiP4tPh6tWfgKMjTibhA5H6ge3EnHSyh3iPPDEFSqSu', 1.0), ('2SSvX5Hoavg7jnTEPNcLn493pFTmmkLg171nvskw3vvr', 1.0), ('ATAUtwqMPQCMRSpCRJwNb6c7RGF8sZbiDjPa7c9F394d', 1.0)]"
3793,4E3jD7dL4mnerFauBeNWnQPZ1rx6Z5tiQDq8mMu4pXLVcwTh5Cxsm3vhrp7x71UtzRuqhrvcjmDjZUwH8QNySi3B,2024/4/25 20:48,STMT,9dL8tdFyL15AKNwxrPoPyq2gUaEsx8hzEHBBnqyBAmt6,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"32qqUkWnbvg4xTzXP2pyVeemn6YDCwRrCcRu1rcmZyCJ,CR14NCdYbU8yjdyRnJFQfaGaGApQ5m1hQQNeAf2kxY3x,EUVhV2QRecZuGXoDDpeUfi73KuZz69rL8Xpchr55shsQ","[('312GPPck8VBRkwEjqj59LmHicLsd8ESWaarJaAZ5nveX', 2.0), ('6eRfgbvTi7jWdEA9e2NkHrY8dkPoEELbXKG4Ke9XT1zX', 1.0), ('GYgJMCz7rQLpgaawFJtm8HNNbE8fLg1JVHWp7HzXSWGw', 1.0)]"
3794,3mUQrJ1uCxv9JMDpNunixtRU4cZdarP7qLLSveW7Nyw1B5FeTjCtNgXxL79uBxPDeyQEUWEfdz9pRJGFhx3rgUca,2024/4/25 20:48,STMT,9dL8tdFyL15AKNwxrPoPyq2gUaEsx8hzEHBBnqyBAmt6,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"9Y36KRfJjToHYfntstzD4UqDUUV2Dd4yvAAfwm7r5qR2,EvpU3AhG91Mu11GKjBvBSzwPsQPCeKzXZ54QQxqwjGwi,Au6iEjKLZL44bgahdHXE1kdavAg4Ug9Sx6g5ghFjetbN,G67ESwCWjERAFdgzkJVTn4nxizHKZ6tvNnLiwfxkk93P","[('9bDtSmJUK5LngK3M2V21bGvrWMtaZH3VrzhGsoeQii6f', 1.0), ('H4K3J6t5iYrxVEgTVK21yKHBfHudpLmfT9JYM7udyutN', 1.0), ('5nvrPHMR2KdFXSsYeqKRFkNgkENhGVRg1hH3t8viSeUX', 1.0), ('7N62FN6Ygvpw2bxYiFsNR5CSUZFKWYPfs1wwqeD21s1o', 1.0)]"
3795,2fsSXgcHT927ZYv683E3gwFtC3hXqPsxQAiF7VHCZRYNq8K8emVkSo9Xai5CyRiN7XgHiREQm4RxbtN7vjsvamrA,2024/4/25 20:48,STMT,9dL8tdFyL15AKNwxrPoPyq2gUaEsx8hzEHBBnqyBAmt6,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"8ud8HPiyaQ76zjB82nQeo2fp6WTFkorqecPLbkhbGUGw,E9LnNLthSMTA7RK2wFWRe9uQXcWXaZKKLhoGdPD8iZnH,G3HXu9pFNTaLjfcdHeLmfVaxDrxABQWC4vnsGCmbFDr5,3Kop2oPeWDnvBA8WVDhGYMeq8LnLu73mABWZnSrNg3cX","[('WoSgyFWVmmEdvfY9Bp5Zrhqu6uas7mUjkiZpEUoBeQH', 1.0), ('5LU1DQ588KBM56o67FTsS96Ui4CoYoMT1MbVGQWAEfVS', 1.0), ('6ViYy5whdsDV81CYguRGTcM4cnJwq15DWSwRL4PG3UxH', 1.0), ('8uPTpX4iNTrqarhze3V8qRw3SVKw6EhzoRJ29KNCcAMi', 1.0)]"
3796,5K4WFjCqJgbPeF1E7VEe4A27J7JchHdBF2xfd6dZ6jRjhsKBytrFbMzW3mBvTYDrtAmrCbkgtb8RET9vr1LKAtXo,2024/4/25 20:48,STMT,9dL8tdFyL15AKNwxrPoPyq2gUaEsx8hzEHBBnqyBAmt6,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"8VSiDGKXttCkdeRfYMvQNKNGxK6FyWWH2xHKqHEcZxbQ,GxTKFbDDGD7RScMrHkmRpEZ5FVB99F4ayGWYTrvugf9k,J7Nw8wL2muURb2NHTM5qu9mgbCJVG6JVbtsH29U6vrW5,9B4yF8ZkvpbKUMM3RvFc5oEC8br3AXUcYpxJu2K8Ag1R","[('SWLH2PBtDKLJUyUEgfaXZbtKUu8oUsLsBaSbZ2Uvsg5', 2.0), ('6Sek1cWs7naRwgEf7FnKSjxtvnjanzQ2sFseJLeSc1dM', 1.0), ('5FVtH6WQ2DUQSgjk5Mm4WMsgETqr1WKefM1ZxbPaUodZ', 1.0), ('AdkJeWvqwht6Ny9KjhgMUQmtLc3hexyHppDJGBPzdx3j', 1.0)]"
3797,PuGtjevfzVpzCooTadketx6iXXYLoixnULqW8iCLUbkte5JN715uqzTMmzu58CqHeNptEo2BVwwJabECrbxW1gu,2024/4/25 20:47,STMT,9dL8tdFyL15AKNwxrPoPyq2gUaEsx8hzEHBBnqyBAmt6,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"7Vorxgf8AtbLpV487P82fpPp9Z5hjT8RefRgjbAfwkdt,8UF6jKMEK2Dr4cSagSukCEhPVyMw7fXaUozGD3594Qar,7nhTaTq5GwJ9Nx1Xk5q8WKHT42CeXqWo7PyrKd3USnLk,Hy2gyCV3aw7hx8ozZyvxM7r1V9oevfPoCAuBNHLYppMt","[('8jx2ccH7GE7e6HVNHRugEYLoHnfX3MDzz94jUNEipwTe', 1.0), ('ENQSJmENnqwoUYDQar5ZpZWLPUpt5niMrxtzMrYkNRLv', 2.0), ('9HvY6uCNGnD1CeGtPSqStJWwinVzwGCrJ3xxGUEoKD1m', 1.0), ('BfLPQEhidqQDQPMJLA23x6ubPqAm4Gf2eousCiqPWAoY', 1.0)]"
3798,4uUS7c8gMX5tS14SNWjUDWKrczEJTzRQHnubjG4T2usKes4yAMxWvf2nh5RkfLWrEgqquFGDrp62SGussXuoZydg,2024/4/25 20:47,STMT,9dL8tdFyL15AKNwxrPoPyq2gUaEsx8hzEHBBnqyBAmt6,Gck5PWhKL4Qn87bhFwpL19Y5gkAbFN93GXXsTzuJ1VX4,"7dmvsQVtAmzCSaBRFaZYHagf3exGgQ2nBofSsHKM5goB,GccBGt7ovfs92P8vVWkne59Ejk7TWvfRnQsPsqjqv8mQ,J4Pg1SJpDaXiiHuKbi9buCxqyTyhzeztftjLmnfou6Cx,EUyjCj13xerXpuoVgozbYWneLpr1vjr6HNSszJPdG3pA","[('A3PwFMfdwJ4J5dJGB7xctgoCt7g5JCS95fFhLR9j6aLo', 1.0), ('7yHU7Ursr2g5yW6Kb8HgBt1B3StwGhKseVuAEvQAbEpa', 1.0), ('WL7fRmbPfu3U45ZWPrXyfJTjzneFahC2X2pMsBESL4g', 1.0), ('GNkHivYtaTKS5bdPo7joCURAkAUhDgPLD7UxeTswqzEN', 1.0)]"
